field,geography,year,dataType,nMissing,fractionMissing,isMedian,isTotal,isHousehold,isFamily
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Plant_and_Machine_Operators_and_Assemblers, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Elementary_Occupations_incl_Residuals_13_, Ward,2013, Int64,0,0, false, false, false, false
x2013_Census_occupation_NZSCO99_major_group_11_12_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_14_, Ward,2013, Int64,0,0, false, true, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_Forestry_and_Fishing, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Mining, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Manufacturing, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Electricity_Gas_Water_and_Waste_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Construction, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Wholesale_Trade, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Retail_Trade, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Accommodation_and_Food_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Transport_Postal_and_Warehousing, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Information_Media_and_Telecommunications, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Financial_and_Insurance_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Rental_Hiring_and_Real_Estate_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professional_Scientific_and_Technical_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Administrative_and_Support_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Public_Administration_and_Safety, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Education_and_Training, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Health_Care_and_Social_Assistance, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Arts_and_Recreation_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Other_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2006, Int64,0,0, false, true, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_17_, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2006, Int64,0,0, false, true, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_Forestry_and_Fishing, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Mining, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Manufacturing, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Electricity_Gas_Water_and_Waste_Services, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Construction, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Wholesale_Trade, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Retail_Trade, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Accommodation_and_Food_Services, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Transport_Postal_and_Warehousing, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Information_Media_and_Telecommunications, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Financial_and_Insurance_Services, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Rental_Hiring_and_Real_Estate_Services, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professional_Scientific_and_Technical_Services, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Administrative_and_Support_Services, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Public_Administration_and_Safety, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Education_and_Training, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Health_Care_and_Social_Assistance, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Arts_and_Recreation_Services, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Other_Services, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people_stated, Ward,2013, Int64,0,0, false, true, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Not_Elsewhere_Included_17_, Ward,2013, Int64,1,0.003875969, false, false, false, false
x2013_Census_industry_ANZSIC06_division_15_16_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Total_people, Ward,2013, Int64,0,0, false, true, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Agriculture_Forestry_and_Fishing, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Mining, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Manufacturing, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Electricity_Gas_Water_and_Waste_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Construction, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Wholesale_Trade, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Retail_Trade, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Accommodation_and_Food_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Transport_Postal_and_Warehousing, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Information_Media_and_Telecommunications, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Financial_and_Insurance_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Rental_Hiring_and_Real_Estate_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Professional_Scientific_and_Technical_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Administrative_and_Support_Services, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Public_Administration_and_Safety, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Education_and_Training, Ward,2006, Int64,0,0, false, false, false, false
x2006_Census_industry_ANZSIC06_division_15_16_for_workplace_address_9_10_for_the_employed_census_usually_resident_population_count_aged_15_years_and_over_1_Health_Care_and_Social_Assistance, Ward,2006, Int64,0,0, false, false, false, false
